transactionId,bankReference,status,amount,currency,settlementBatchId,receivedAt,settledAt,responseCode,responseMessage,metadata
TXN-90286,BNK-90286,PENDING,1499.0,INR,BATCH-20260802-18,2026-08-02 17:28:22,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90287,BNK-90287,SETTLED,1499.0,INR,BATCH-20260802-01,2026-08-02 17:32:59,2026-08-02 17:50:59,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90288,BNK-90288,SETTLED,499.0,INR,BATCH-20260802-04,2026-08-02 17:46:55,2026-08-02 18:01:55,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90289,BNK-90289,SETTLED,4999.0,INR,BATCH-20260802-20,2026-08-02 17:49:24,2026-08-02 18:03:24,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90290,BNK-90290,SETTLED,1250.0,INR,BATCH-20260802-05,2026-08-02 18:00:43,2026-08-02 18:09:43,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90291,BNK-90291,SETTLED,1250.0,INR,BATCH-20260802-15,2026-08-02 18:04:29,2026-08-02 18:15:29,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90292,BNK-90292,SETTLED,2899.0,INR,BATCH-20260802-09,2026-08-02 18:12:56,2026-08-02 18:25:56,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90293,BNK-90293,SETTLED,1549.0,INR,BATCH-20260802-06,2026-08-02 18:16:21,2026-08-02 18:37:21,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90294,BNK-90294,SETTLED,3499.0,INR,BATCH-20260802-16,2026-08-02 18:28:52,2026-08-02 18:49:52,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90295,BNK-90295,SETTLED,199.0,INR,BATCH-20260802-12,2026-08-02 18:29:18,2026-08-02 18:46:18,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90296,BNK-90296,SETTLED,2899.0,INR,BATCH-20260802-08,2026-08-02 18:41:26,2026-08-02 19:02:26,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90297,BNK-90297,SETTLED,4999.0,INR,BATCH-20260802-16,2026-08-02 18:48:43,2026-08-02 19:16:43,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90298,BNK-90298,SETTLED,799.0,INR,BATCH-20260802-07,2026-08-02 18:50:21,2026-08-02 19:10:21,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90299,BNK-90299,SETTLED,299.0,INR,BATCH-20260802-02,2026-08-02 18:59:45,2026-08-02 19:12:45,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90300,BNK-90300,SETTLED,4200.0,INR,BATCH-20260802-03,2026-08-02 19:09:24,2026-08-02 19:25:24,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90301,BNK-90301,SETTLED,6750.0,INR,BATCH-20260802-18,2026-08-02 19:15:26,2026-08-02 19:41:26,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90302,BNK-90302,SETTLED,1999.0,INR,BATCH-20260802-20,2026-08-02 19:23:53,2026-08-02 19:32:53,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90303,BNK-90303,PENDING,799.0,INR,BATCH-20260802-06,2026-08-02 19:33:26,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90304,BNK-90304,PENDING,499.0,INR,BATCH-20260802-07,2026-08-02 19:39:52,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90305,BNK-90305,REJECTED,299.0,INR,BATCH-20260802-15,2026-08-02 19:44:41,,R01,Settlement rejected by bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90306,BNK-90306,SETTLED,799.0,INR,BATCH-20260802-01,2026-08-02 19:49:40,2026-08-02 20:01:40,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90307,BNK-90307,SETTLED,2899.0,INR,BATCH-20260802-20,2026-08-02 20:02:17,2026-08-02 20:20:17,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90308,BNK-90308,PENDING,2499.0,INR,BATCH-20260802-09,2026-08-02 20:02:52,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90309,BNK-90309,SETTLED,1599.0,INR,BATCH-20260802-12,2026-08-02 20:08:39,2026-08-02 20:21:39,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90310,BNK-90310,SETTLED,2499.0,INR,BATCH-20260802-14,2026-08-02 20:18:19,2026-08-02 20:36:19,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90311,BNK-90311,SETTLED,2499.0,INR,BATCH-20260802-13,2026-08-02 20:29:09,2026-08-02 20:40:09,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90312,BNK-90312,SETTLED,299.0,INR,BATCH-20260802-10,2026-08-02 20:29:46,2026-08-02 20:43:46,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90313,BNK-90313,SETTLED,799.0,INR,BATCH-20260802-05,2026-08-02 20:36:31,2026-08-02 21:03:31,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90314,BNK-90314,SETTLED,199.0,INR,BATCH-20260802-14,2026-08-02 20:47:16,2026-08-02 21:06:16,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90315,BNK-90315,SETTLED,12500.0,INR,BATCH-20260802-14,2026-08-02 20:58:31,2026-08-02 21:16:31,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90316,BNK-90316,PENDING,6750.0,INR,BATCH-20260802-07,2026-08-02 21:01:33,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90317,BNK-90317,SETTLED,12450.0,INR,BATCH-20260802-11,2026-08-02 21:11:06,2026-08-02 21:36:06,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90318,BNK-90318,SETTLED,4999.0,INR,BATCH-20260802-11,2026-08-02 21:15:24,2026-08-02 21:39:24,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90319,BNK-90319,SETTLED,12500.0,INR,BATCH-20260802-18,2026-08-02 21:22:12,2026-08-02 21:40:12,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90320,BNK-90320,PENDING,8999.0,INR,BATCH-20260802-05,2026-08-02 21:31:35,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90321,BNK-90321,SETTLED,1999.0,INR,BATCH-20260802-18,2026-08-02 21:34:42,2026-08-02 21:52:42,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90322,BNK-90322,SETTLED,6750.0,INR,BATCH-20260802-02,2026-08-02 21:40:23,2026-08-02 22:08:23,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90323,BNK-90323,SETTLED,199.0,INR,BATCH-20260802-01,2026-08-02 21:51:07,2026-08-02 22:16:07,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90324,BNK-90324,SETTLED,499.0,INR,BATCH-20260802-04,2026-08-02 21:59:17,2026-08-02 22:09:17,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90325,BNK-90325,SETTLED,1999.0,INR,BATCH-20260802-04,2026-08-02 21:57:52,2026-08-02 21:51:52,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90326,BNK-90326,SETTLED,3499.0,INR,BATCH-20260802-05,2026-08-02 22:10:12,2026-08-02 22:36:12,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90327,BNK-90327,SETTLED,4200.0,INR,BATCH-20260802-03,2026-08-02 22:16:14,2026-08-02 22:37:14,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90328,BNK-90328,SETTLED,199.0,INR,BATCH-20260802-16,2026-08-02 22:22:37,2026-08-02 22:48:37,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90329,BNK-90329,SETTLED,2899.0,INR,BATCH-20260802-19,2026-08-02 22:30:17,2026-08-02 22:58:17,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90330,BNK-90330,PENDING,1499.0,INR,BATCH-20260802-13,2026-08-02 22:34:33,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90331,BNK-90331,SETTLED,1250.0,INR,BATCH-20260802-09,2026-08-02 22:43:04,2026-08-02 22:59:04,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90332,BNK-90332,PENDING,1999.0,INR,BATCH-20260802-10,2026-08-02 22:52:06,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90333,BNK-90333,REJECTED,499.0,INR,BATCH-20260802-18,2026-08-02 22:59:36,,R01,Settlement rejected by bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90334,BNK-90334,SETTLED,4200.0,INR,BATCH-20260802-18,2026-08-02 23:07:10,2026-08-02 23:16:10,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90335,BNK-90335,SETTLED,1499.0,INR,BATCH-20260802-05,2026-08-02 23:14:11,2026-08-02 23:31:11,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90336,BNK-90336,SETTLED,12500.0,INR,BATCH-20260802-07,2026-08-02 23:17:12,2026-08-02 23:47:12,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90338,BNK-90338,SETTLED,2899.0,INR,BATCH-20260802-18,2026-08-02 23:33:50,2026-08-02 23:41:50,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90339,BNK-90339,SETTLED,12400.0,INR,BATCH-20260802-03,2026-08-02 23:45:48,2026-08-03 00:01:48,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90340,BNK-90340,SETTLED,8999.0,INR,BATCH-20260802-20,2026-08-02 23:52:29,2026-08-03 00:17:29,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90341,BNK-90341,PENDING,4200.0,INR,BATCH-20260802-18,2026-08-02 23:51:41,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90342,BNK-90342,REJECTED,999.0,INR,BATCH-20260802-07,2026-08-03 00:05:11,,R01,Settlement rejected by bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90343,BNK-90343,SETTLED,1250.0,INR,BATCH-20260803-20,2026-08-03 00:09:46,2026-08-03 00:33:46,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90344,BNK-90344,SETTLED,999.0,INR,BATCH-20260803-18,2026-08-03 00:18:22,2026-08-03 00:36:22,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90345,BNK-90345,SETTLED,799.0,INR,BATCH-20260803-04,2026-08-03 00:23:08,2026-08-03 00:51:08,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90346,BNK-90346,SETTLED,1599.0,INR,BATCH-20260803-12,2026-08-03 00:31:33,2026-08-03 00:55:33,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90347,BNK-90347,SETTLED,8999.0,INR,BATCH-20260803-08,2026-08-03 00:41:25,2026-08-03 01:08:25,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90348,BNK-90348,SETTLED,4150.0,INR,BATCH-20260803-11,2026-08-03 00:45:52,2026-08-03 00:57:52,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90349,BNK-90349,SETTLED,2899.0,INR,BATCH-20260803-10,2026-08-03 00:53:45,2026-08-03 01:13:45,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90350,BNK-90350,SETTLED,2499.0,INR,BATCH-20260803-13,2026-08-03 00:55:45,2026-08-03 01:22:45,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90351,BNK-90351,PENDING,799.0,INR,BATCH-20260803-02,2026-08-03 01:04:05,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90352,BNK-90352,SETTLED,199.0,INR,BATCH-20260803-03,2026-08-03 01:12:27,2026-08-03 01:39:27,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90353,BNK-90353,PENDING,3499.0,INR,BATCH-20260803-04,2026-08-03 01:17:21,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90354,BNK-90354,SETTLED,8999.0,INR,BATCH-20260803-02,2026-08-03 01:21:35,2026-08-03 01:51:35,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90355,BNK-90355,SETTLED,1250.0,INR,BATCH-20260803-09,2026-08-03 01:33:41,2026-08-03 02:01:41,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90356,BNK-90356,SETTLED,1499.0,INR,BATCH-20260803-13,2026-08-03 01:40:30,2026-08-03 01:52:30,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90357,BNK-90357,SETTLED,12500.0,INR,BATCH-20260803-09,2026-08-03 01:44:04,2026-08-03 01:57:04,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90358,BNK-90358,SETTLED,199.0,INR,BATCH-20260803-11,2026-08-03 01:52:52,2026-08-03 02:01:52,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90359,BNK-90359,SETTLED,199.0,INR,BATCH-20260803-18,2026-08-03 02:01:40,2026-08-03 02:14:40,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90360,BNK-90360,SETTLED,4899.0,INR,BATCH-20260803-06,2026-08-03 02:02:35,2026-08-03 02:32:35,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90361,BNK-90361,SETTLED,1999.0,INR,BATCH-20260803-04,2026-08-03 02:11:26,2026-08-03 02:21:26,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90362,BNK-90362,SETTLED,1999.0,INR,BATCH-20260803-18,2026-08-03 02:18:35,2026-08-03 02:29:35,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90363,BNK-90363,SETTLED,899.0,INR,BATCH-20260803-10,2026-08-03 02:29:33,2026-08-03 02:57:33,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90364,BNK-90364,SETTLED,12000.0,INR,BATCH-20260803-08,2026-08-03 02:32:51,2026-08-03 02:58:51,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90365,BNK-90365,SETTLED,1499.0,INR,BATCH-20260803-13,2026-08-03 02:43:12,2026-08-03 03:10:12,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90366,BNK-90366,SETTLED,3499.0,INR,BATCH-20260803-02,2026-08-03 02:49:45,2026-08-03 03:00:45,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90367,BNK-90367,SETTLED,4999.0,INR,BATCH-20260803-14,2026-08-03 02:58:20,2026-08-03 03:14:20,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90368,BNK-90368,SETTLED,199.0,INR,BATCH-20260803-03,2026-08-03 03:05:05,2026-08-03 03:30:05,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90369,BNK-90369,SETTLED,1999.0,INR,BATCH-20260803-02,2026-08-03 03:09:56,2026-08-03 03:23:56,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90370,BNK-90370,SETTLED,199.0,INR,BATCH-20260803-19,2026-08-03 03:21:57,2026-08-03 03:36:57,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90371,BNK-90371,SETTLED,3499.0,INR,BATCH-20260803-15,2026-08-03 03:23:21,2026-08-03 03:39:21,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90373,BNK-90373,SETTLED,1499.0,INR,BATCH-20260803-14,2026-08-03 03:37:59,2026-08-03 03:46:59,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90374,BNK-90374,SETTLED,4899.0,INR,BATCH-20260803-17,2026-08-03 03:43:32,2026-08-03 04:13:32,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90375,BNK-90375,PENDING,3499.0,INR,BATCH-20260803-20,2026-08-03 03:55:29,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90376,BNK-90376,SETTLED,12500.0,INR,BATCH-20260803-07,2026-08-03 04:02:57,2026-08-03 04:11:57,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90377,BNK-90377,SETTLED,299.0,INR,BATCH-20260803-17,2026-08-03 04:04:17,2026-08-03 04:29:17,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90378,BNK-90378,SETTLED,1599.0,INR,BATCH-20260803-15,2026-08-03 04:13:44,2026-08-03 04:40:44,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90379,BNK-90379,SETTLED,1250.0,INR,BATCH-20260803-10,2026-08-03 04:20:11,2026-08-03 04:43:11,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90380,BNK-90380,SETTLED,12500.0,INR,BATCH-20260803-07,2026-08-03 04:28:27,2026-08-03 04:58:27,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90381,BNK-90381,SETTLED,3499.0,INR,BATCH-20260803-12,2026-08-03 04:34:52,2026-08-03 04:14:52,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90382,BNK-90382,SETTLED,1499.0,INR,BATCH-20260803-10,2026-08-03 04:47:41,2026-08-03 05:07:41,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90383,BNK-90383,REJECTED,4999.0,INR,BATCH-20260803-06,2026-08-03 04:50:54,,R01,Settlement rejected by bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90384,BNK-90384,SETTLED,2499.0,INR,BATCH-20260803-09,2026-08-03 04:58:03,2026-08-03 05:11:03,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90385,BNK-90385,SETTLED,299.0,INR,BATCH-20260803-13,2026-08-03 05:03:41,2026-08-03 05:18:41,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90386,BNK-90386,SETTLED,1599.0,INR,BATCH-20260803-08,2026-08-03 05:15:00,2026-08-03 05:28:00,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90387,BNK-90387,PENDING,299.0,INR,BATCH-20260803-05,2026-08-03 05:19:43,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90388,BNK-90388,SETTLED,2899.0,INR,BATCH-20260803-17,2026-08-03 05:25:32,2026-08-03 05:45:32,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90389,BNK-90389,SETTLED,1599.0,INR,BATCH-20260803-18,2026-08-03 05:33:41,2026-08-03 06:03:41,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90390,BNK-90390,SETTLED,2899.0,INR,BATCH-20260803-13,2026-08-03 05:36:44,2026-08-03 06:00:44,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90391,BNK-90391,SETTLED,1499.0,INR,BATCH-20260803-01,2026-08-03 05:39:57,2026-08-03 05:58:57,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90392,BNK-90392,SETTLED,3499.0,INR,BATCH-20260803-17,2026-08-03 05:53:09,2026-08-03 06:07:09,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90393,BNK-90393,SETTLED,2899.0,INR,BATCH-20260803-18,2026-08-03 05:57:01,2026-08-03 06:13:01,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90394,BNK-90394,SETTLED,1999.0,INR,BATCH-20260803-03,2026-08-03 06:08:57,2026-08-03 06:37:57,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90395,BNK-90395,SETTLED,799.0,INR,BATCH-20260803-16,2026-08-03 06:16:27,2026-08-03 06:26:27,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90396,BNK-90396,SETTLED,4999.0,INR,BATCH-20260803-18,2026-08-03 06:16:07,2026-08-03 06:30:07,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90396,BNK-90396-DUP,SETTLED,4999.0,INR,BATCH-20260803-18,2026-08-03 06:16:07,2026-08-03 06:30:07,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""duplicateTest"": true}"
TXN-90397,BNK-90397,SETTLED,1599.0,INR,BATCH-20260803-18,2026-08-03 06:25:13,2026-08-03 06:33:13,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90398,BNK-90398,SETTLED,499.0,INR,BATCH-20260803-18,2026-08-03 06:36:16,2026-08-03 07:06:16,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90399,BNK-90399,SETTLED,6750.0,INR,BATCH-20260803-12,2026-08-03 06:42:09,2026-08-03 07:06:09,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90400,BNK-90400,SETTLED,299.0,INR,BATCH-20260803-17,2026-08-03 06:44:39,2026-08-03 07:06:39,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90401,BNK-90401,SETTLED,1499.0,INR,BATCH-20260803-11,2026-08-03 06:58:49,2026-08-03 07:25:49,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90402,BNK-90402,SETTLED,2499.0,INR,BATCH-20260803-18,2026-08-03 06:59:33,2026-08-03 07:24:33,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90403,BNK-90403,SETTLED,1499.0,INR,BATCH-20260803-15,2026-08-03 07:05:18,2026-08-03 07:32:18,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90404,BNK-90404,SETTLED,199.0,INR,BATCH-20260803-15,2026-08-03 07:15:35,2026-08-03 07:28:35,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90405,BNK-90405,SETTLED,4200.0,INR,BATCH-20260803-13,2026-08-03 07:24:20,2026-08-03 07:47:20,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
