transactionId,ledgerReference,status,amount,currency,postedAt,entryType,accountReference,metadata
TXN-90158,LED-90158,POSTED,1250.0,INR,2026-08-02 03:06:26,CREDIT,ACC-1042,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90159,LED-90159,POSTED,299.0,INR,2026-08-02 03:20:46,CREDIT,ACC-1008,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90160,LED-90160,POSTED,2499.0,INR,2026-08-02 03:05:40,CREDIT,ACC-1016,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90161,LED-90161,POSTED,4999.0,INR,2026-08-02 03:27:15,CREDIT,ACC-1028,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90163,LED-90163,POSTED,3499.0,INR,2026-08-02 03:47:07,CREDIT,ACC-1020,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90164,LED-90164,POSTED,3499.0,INR,2026-08-02 03:33:14,CREDIT,ACC-1019,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90165,LED-90165,POSTED,8999.0,INR,2026-08-02 03:56:08,CREDIT,ACC-1044,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90166,LED-90166,POSTED,2499.0,INR,2026-08-02 03:54:40,CREDIT,ACC-1037,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90167,LED-90167,POSTED,4200.0,INR,2026-08-02 04:12:55,CREDIT,ACC-1084,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90168,LED-90168,POSTED,1250.0,INR,2026-08-02 04:05:25,CREDIT,ACC-1079,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90169,LED-90169,POSTED,1250.0,INR,2026-08-02 04:26:12,CREDIT,ACC-1037,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90170,LED-90170,POSTED,1250.0,INR,2026-08-02 04:20:52,CREDIT,ACC-1093,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90171,LED-90171,POSTED,1999.0,INR,2026-08-02 04:34:33,CREDIT,ACC-1059,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90172,LED-90172,POSTED,1599.0,INR,2026-08-02 04:42:36,CREDIT,ACC-1087,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90173,LED-90173,POSTED,4999.0,INR,2026-08-02 04:45:55,CREDIT,ACC-1080,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90174,LED-90174,POSTED,1599.0,INR,2026-08-02 04:47:44,CREDIT,ACC-1006,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90175,LED-90175,POSTED,1599.0,INR,2026-08-02 05:09:40,CREDIT,ACC-1060,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90176,LED-90176,POSTED,1599.0,INR,2026-08-02 04:31:36,CREDIT,ACC-1058,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90177,LED-90177,POSTED,1250.0,INR,2026-08-02 05:20:14,CREDIT,ACC-1035,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90178,LED-90178,POSTED,2499.0,INR,2026-08-02 05:15:08,CREDIT,ACC-1097,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90179,LED-90179,POSTED,1599.0,INR,2026-08-02 05:37:08,CREDIT,ACC-1080,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90180,LED-90180,POSTED,199.0,INR,2026-08-02 05:27:27,CREDIT,ACC-1031,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90181,LED-90181,POSTED,4999.0,INR,2026-08-02 05:34:32,CREDIT,ACC-1039,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90182,LED-90182,POSTED,8999.0,INR,2026-08-02 05:51:51,CREDIT,ACC-1023,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90184,LED-90184,POSTED,3499.0,INR,2026-08-02 05:51:15,CREDIT,ACC-1076,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90186,LED-90186,POSTED,1599.0,INR,2026-08-02 06:25:54,CREDIT,ACC-1006,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90187,LED-90187,POSTED,6750.0,INR,2026-08-02 06:35:55,CREDIT,ACC-1039,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90188,LED-90188,POSTED,4999.0,INR,2026-08-02 06:23:48,CREDIT,ACC-1050,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90189,LED-90189,POSTED,4999.0,INR,2026-08-02 06:28:45,CREDIT,ACC-1046,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90190,LED-90190,POSTED,999.0,INR,2026-08-02 06:48:24,CREDIT,ACC-1033,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90191,LED-90191,POSTED,4200.0,INR,2026-08-02 06:45:49,CREDIT,ACC-1063,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90192,LED-90192,POSTED,1250.0,INR,2026-08-02 06:56:11,CREDIT,ACC-1019,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90193,LED-90193,POSTED,4999.0,INR,2026-08-02 07:21:50,CREDIT,ACC-1076,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90195,LED-90195,POSTED,4999.0,INR,2026-08-02 07:23:09,CREDIT,ACC-1096,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90198,LED-90198,POSTED,1250.0,INR,2026-08-02 07:46:01,CREDIT,ACC-1035,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90200,LED-90200,POSTED,999.0,INR,2026-08-02 08:00:13,CREDIT,ACC-1036,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90201,LED-90201,POSTED,2899.0,INR,2026-08-02 07:47:12,CREDIT,ACC-1046,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90202,LED-90202,POSTED,3499.0,INR,2026-08-02 07:58:37,CREDIT,ACC-1045,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90203,LED-90203,POSTED,4999.0,INR,2026-08-02 08:15:45,CREDIT,ACC-1035,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90204,LED-90204,POSTED,499.0,INR,2026-08-02 08:21:12,CREDIT,ACC-1005,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90205,LED-90205,POSTED,799.0,INR,2026-08-02 08:20:18,CREDIT,ACC-1051,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90206,LED-90206,POSTED,8999.0,INR,2026-08-02 08:40:22,CREDIT,ACC-1095,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90207,LED-90207,POSTED,3499.0,INR,2026-08-02 08:45:23,CREDIT,ACC-1035,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90208,LED-90208,POSTED,2899.0,INR,2026-08-02 08:42:38,CREDIT,ACC-1053,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90209,LED-90209,POSTED,6750.0,INR,2026-08-02 09:04:12,CREDIT,ACC-1067,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90210,LED-90210,POSTED,199.0,INR,2026-08-02 09:06:25,CREDIT,ACC-1078,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90211,LED-90211,POSTED,2499.0,INR,2026-08-02 09:03:32,CREDIT,ACC-1012,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90212,LED-90212,POSTED,1599.0,INR,2026-08-02 09:17:53,CREDIT,ACC-1051,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90213,LED-90213,POSTED,999.0,INR,2026-08-02 09:17:19,CREDIT,ACC-1027,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90214,LED-90214,POSTED,199.0,INR,2026-08-02 09:25:28,CREDIT,ACC-1075,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90215,LED-90215,POSTED,2499.0,INR,2026-08-02 09:42:59,CREDIT,ACC-1023,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90216,LED-90216,POSTED,2499.0,INR,2026-08-02 09:37:39,CREDIT,ACC-1028,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90217,LED-90217,POSTED,1499.0,INR,2026-08-02 09:52:27,CREDIT,ACC-1086,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90218,LED-90218,POSTED,4999.0,INR,2026-08-02 10:15:39,CREDIT,ACC-1058,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90219,LED-90219,POSTED,1499.0,INR,2026-08-02 09:27:56,CREDIT,ACC-1068,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90220,LED-90220,POSTED,799.0,INR,2026-08-02 10:03:26,CREDIT,ACC-1061,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90221,LED-90221,POSTED,6750.0,INR,2026-08-02 10:09:10,CREDIT,ACC-1092,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90222,LED-90222,POSTED,1250.0,INR,2026-08-02 10:27:56,CREDIT,ACC-1049,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90223,LED-90223,POSTED,4200.0,INR,2026-08-02 10:43:14,CREDIT,ACC-1045,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90224,LED-90224,POSTED,4200.0,INR,2026-08-02 10:35:13,CREDIT,ACC-1091,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90225,LED-90225,POSTED,1599.0,INR,2026-08-02 10:41:31,CREDIT,ACC-1030,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90226,LED-90226,POSTED,1999.0,INR,2026-08-02 10:46:43,CREDIT,ACC-1063,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90227,LED-90227,POSTED,799.0,INR,2026-08-02 11:09:04,CREDIT,ACC-1027,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90228,LED-90228,POSTED,4200.0,INR,2026-08-02 11:04:36,CREDIT,ACC-1055,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90229,LED-90229,POSTED,499.0,INR,2026-08-02 11:15:54,CREDIT,ACC-1056,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90230,LED-90230,POSTED,2899.0,INR,2026-08-02 11:22:58,CREDIT,ACC-1029,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90231,LED-90231,POSTED,4999.0,INR,2026-08-02 11:22:44,CREDIT,ACC-1078,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90232,LED-90232,POSTED,1599.0,INR,2026-08-02 11:35:22,CREDIT,ACC-1045,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90233,LED-90233,POSTED,499.0,INR,2026-08-02 11:50:27,CREDIT,ACC-1043,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90234,LED-90234,POSTED,799.0,INR,2026-08-02 11:54:36,CREDIT,ACC-1099,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90235,LED-90235,POSTED,199.0,INR,2026-08-02 12:07:42,CREDIT,ACC-1020,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90236,LED-90236,POSTED,12500.0,INR,2026-08-02 12:10:45,CREDIT,ACC-1035,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90237,LED-90237,POSTED,2499.0,INR,2026-08-02 12:11:41,CREDIT,ACC-1042,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90238,LED-90238,POSTED,6750.0,INR,2026-08-02 12:29:33,CREDIT,ACC-1097,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90239,LED-90239,POSTED,499.0,INR,2026-08-02 12:19:45,CREDIT,ACC-1006,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90241,LED-90241,POSTED,1499.0,INR,2026-08-02 12:46:56,CREDIT,ACC-1027,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90244,LED-90244,POSTED,6750.0,INR,2026-08-02 13:02:37,CREDIT,ACC-1031,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90245,LED-90245,POSTED,1250.0,INR,2026-08-02 12:56:25,CREDIT,ACC-1042,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90246,LED-90246,POSTED,6750.0,INR,2026-08-02 13:02:32,CREDIT,ACC-1089,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90247,LED-90247,POSTED,8999.0,INR,2026-08-02 13:36:52,CREDIT,ACC-1019,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90248,LED-90248,POSTED,1250.0,INR,2026-08-02 13:41:10,CREDIT,ACC-1076,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90250,LED-90250,POSTED,799.0,INR,2026-08-02 13:44:52,CREDIT,ACC-1018,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90251,LED-90251,POSTED,6750.0,INR,2026-08-02 13:45:28,CREDIT,ACC-1055,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90253,LED-90253,POSTED,8999.0,INR,2026-08-02 14:19:08,CREDIT,ACC-1088,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90254,LED-90254,POSTED,1499.0,INR,2026-08-02 14:09:58,CREDIT,ACC-1072,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90255,LED-90255,POSTED,4200.0,INR,2026-08-02 14:25:22,CREDIT,ACC-1040,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90256,LED-90256,POSTED,799.0,INR,2026-08-02 14:17:07,CREDIT,ACC-1052,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90257,LED-90257,POSTED,1599.0,INR,2026-08-02 14:42:16,CREDIT,ACC-1007,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90258,LED-90258,POSTED,12500.0,INR,2026-08-02 14:38:29,CREDIT,ACC-1003,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90259,LED-90259,POSTED,6750.0,INR,2026-08-02 14:05:07,CREDIT,ACC-1059,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90260,LED-90260,POSTED,1499.0,INR,2026-08-02 14:49:42,CREDIT,ACC-1028,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90261,LED-90261,POSTED,799.0,INR,2026-08-02 15:15:42,CREDIT,ACC-1010,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90262,LED-90262,POSTED,1599.0,INR,2026-08-02 15:24:13,CREDIT,ACC-1093,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90263,LED-90263,POSTED,4999.0,INR,2026-08-02 15:11:34,CREDIT,ACC-1065,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90264,LED-90264,POSTED,2899.0,INR,2026-08-02 15:28:20,CREDIT,ACC-1020,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90265,LED-90265,POSTED,499.0,INR,2026-08-02 15:39:04,CREDIT,ACC-1069,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90266,LED-90266,POSTED,799.0,INR,2026-08-02 15:39:56,CREDIT,ACC-1063,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90267,LED-90267,POSTED,12500.0,INR,2026-08-02 15:40:31,CREDIT,ACC-1019,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90269,LED-90269,POSTED,2899.0,INR,2026-08-02 15:59:53,CREDIT,ACC-1027,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90270,LED-90270,POSTED,2899.0,INR,2026-08-02 16:12:06,CREDIT,ACC-1084,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90271,LED-90271,POSTED,199.0,INR,2026-08-02 16:16:56,CREDIT,ACC-1098,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90272,LED-90272,POSTED,6750.0,INR,2026-08-02 15:33:17,CREDIT,ACC-1053,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90273,LED-90273,POSTED,4200.0,INR,2026-08-02 16:34:10,CREDIT,ACC-1086,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90274,LED-90274,POSTED,199.0,INR,2026-08-02 16:42:02,CREDIT,ACC-1099,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90275,LED-90275,POSTED,999.0,INR,2026-08-02 16:48:34,CREDIT,ACC-1007,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90276,LED-90276,POSTED,1599.0,INR,2026-08-02 16:54:32,CREDIT,ACC-1020,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90278,LED-90278,POSTED,12500.0,INR,2026-08-02 17:11:53,CREDIT,ACC-1076,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90279,LED-90279,POSTED,2899.0,INR,2026-08-02 17:20:43,CREDIT,ACC-1076,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90281,LED-90281,POSTED,299.0,INR,2026-08-02 17:12:29,CREDIT,ACC-1015,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90282,LED-90282,POSTED,1599.0,INR,2026-08-02 17:19:52,CREDIT,ACC-1031,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90283,LED-90283,POSTED,799.0,INR,2026-08-02 17:37:29,CREDIT,ACC-1001,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90285,LED-90285,POSTED,299.0,INR,2026-08-02 17:45:20,CREDIT,ACC-1089,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90287,LED-90287,POSTED,1499.0,INR,2026-08-02 18:12:59,CREDIT,ACC-1006,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90288,LED-90288,POSTED,499.0,INR,2026-08-02 17:59:55,CREDIT,ACC-1008,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90289,LED-90289,POSTED,4999.0,INR,2026-08-02 18:09:24,CREDIT,ACC-1048,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90290,LED-90290,POSTED,1250.0,INR,2026-08-02 18:34:43,CREDIT,ACC-1067,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90291,LED-90291,POSTED,1250.0,INR,2026-08-02 18:23:29,CREDIT,ACC-1039,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90292,LED-90292,POSTED,2899.0,INR,2026-08-02 18:39:56,CREDIT,ACC-1090,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90293,LED-90293,POSTED,1599.0,INR,2026-08-02 18:50:21,CREDIT,ACC-1054,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90295,LED-90295,POSTED,199.0,INR,2026-08-02 18:53:18,CREDIT,ACC-1093,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90296,LED-90296,POSTED,2899.0,INR,2026-08-02 19:06:26,CREDIT,ACC-1086,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90297,LED-90297,POSTED,4999.0,INR,2026-08-02 19:02:43,CREDIT,ACC-1067,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90298,LED-90298,POSTED,799.0,INR,2026-08-02 19:23:21,CREDIT,ACC-1002,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90299,LED-90299,POSTED,299.0,INR,2026-08-02 19:28:45,CREDIT,ACC-1074,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90300,LED-90300,POSTED,4200.0,INR,2026-08-02 19:37:24,CREDIT,ACC-1080,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90301,LED-90301,POSTED,6750.0,INR,2026-08-02 19:32:26,CREDIT,ACC-1017,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90302,LED-90302,POSTED,1999.0,INR,2026-08-02 19:41:53,CREDIT,ACC-1083,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90306,LED-90306,POSTED,799.0,INR,2026-08-02 20:25:40,CREDIT,ACC-1005,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90307,LED-90307,POSTED,2899.0,INR,2026-08-02 20:31:17,CREDIT,ACC-1085,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90309,LED-90309,POSTED,1599.0,INR,2026-08-02 20:30:39,CREDIT,ACC-1091,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90310,LED-90310,POSTED,2499.0,INR,2026-08-02 20:32:19,CREDIT,ACC-1042,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90311,LED-90311,POSTED,2499.0,INR,2026-08-02 20:48:09,CREDIT,ACC-1078,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90312,LED-90312,POSTED,299.0,INR,2026-08-02 20:56:46,CREDIT,ACC-1081,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90313,LED-90313,POSTED,799.0,INR,2026-08-02 20:54:31,CREDIT,ACC-1090,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90314,LED-90314,POSTED,199.0,INR,2026-08-02 21:15:16,CREDIT,ACC-1075,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90317,LED-90317,POSTED,12500.0,INR,2026-08-02 21:42:06,CREDIT,ACC-1040,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90318,LED-90318,POSTED,4999.0,INR,2026-08-02 21:49:24,CREDIT,ACC-1085,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
