transactionId,gatewayReference,status,amount,currency,processedAt,responseCode,responseMessage,metadata
TXN-90305,GW-90305,SUCCESS,299.0,INR,2026-08-02 19:40:57,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90306,GW-90306,SUCCESS,799.0,INR,2026-08-02 19:45:52,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90307,GW-90307,SUCCESS,2899.0,INR,2026-08-02 19:54:38,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90308,GW-90308,SUCCESS,2499.0,INR,2026-08-02 19:58:08,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90309,GW-90309,SUCCESS,1599.0,INR,2026-08-02 20:04:53,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90310,GW-90310,SUCCESS,2499.0,INR,2026-08-02 20:12:36,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90311,GW-90311,SUCCESS,2499.0,INR,2026-08-02 20:21:21,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90312,GW-90312,SUCCESS,299.0,INR,2026-08-02 20:26:52,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90313,GW-90313,SUCCESS,799.0,INR,2026-08-02 20:32:34,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90314,GW-90314,SUCCESS,199.0,INR,2026-08-02 20:39:21,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90315,GW-90315,SUCCESS,12500.0,INR,2026-08-02 20:50:42,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90316,GW-90316,SUCCESS,6750.0,INR,2026-08-02 20:56:55,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90317,GW-90317,SUCCESS,12500.0,INR,2026-08-02 21:03:11,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90318,GW-90318,SUCCESS,4999.0,INR,2026-08-02 21:10:48,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90319,GW-90319,SUCCESS,12500.0,INR,2026-08-02 21:18:27,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90320,GW-90320,SUCCESS,8999.0,INR,2026-08-02 21:24:43,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90321,GW-90321,SUCCESS,1999.0,INR,2026-08-02 21:29:03,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90322,GW-90322,SUCCESS,6750.0,INR,2026-08-02 21:37:48,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90323,GW-90323,SUCCESS,199.0,INR,2026-08-02 21:43:28,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90324,GW-90324,SUCCESS,499.0,INR,2026-08-02 21:51:20,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90325,GW-90325,SUCCESS,1999.0,INR,2026-08-02 21:55:56,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90326,GW-90326,SUCCESS,3499.0,INR,2026-08-02 22:05:22,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90327,GW-90327,SUCCESS,4200.0,INR,2026-08-02 22:13:34,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90328,GW-90328,SUCCESS,199.0,INR,2026-08-02 22:20:57,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90329,GW-90329,SUCCESS,2899.0,INR,2026-08-02 22:23:24,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90330,GW-90330,SUCCESS,1499.0,INR,2026-08-02 22:31:44,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90331,GW-90331,SUCCESS,1250.0,INR,2026-08-02 22:41:16,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90332,GW-90332,SUCCESS,1999.0,INR,2026-08-02 22:47:09,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90333,GW-90333,SUCCESS,499.0,INR,2026-08-02 22:55:45,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90334,GW-90334,SUCCESS,4200.0,INR,2026-08-02 23:02:20,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90335,GW-90335,SUCCESS,1499.0,INR,2026-08-02 23:08:21,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90336,GW-90336,SUCCESS,12500.0,INR,2026-08-02 23:13:22,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90337,GW-90337,SUCCESS,799.0,INR,2026-08-02 23:22:58,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90338,GW-90338,SUCCESS,2899.0,INR,2026-08-02 23:29:11,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90339,GW-90339,SUCCESS,12500.0,INR,2026-08-02 23:38:59,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90340,GW-90340,SUCCESS,8999.0,INR,2026-08-02 23:44:43,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90341,GW-90341,SUCCESS,4200.0,INR,2026-08-02 23:48:53,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90342,GW-90342,SUCCESS,999.0,INR,2026-08-02 23:58:36,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90343,GW-90343,SUCCESS,1250.0,INR,2026-08-03 00:04:52,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90344,GW-90344,SUCCESS,999.0,INR,2026-08-03 00:11:25,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90345,GW-90345,SUCCESS,799.0,INR,2026-08-03 00:15:19,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90346,GW-90346,SUCCESS,1599.0,INR,2026-08-03 00:26:41,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90347,GW-90347,SUCCESS,8999.0,INR,2026-08-03 00:34:33,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90348,GW-90348,SUCCESS,4200.0,INR,2026-08-03 00:40:06,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90349,GW-90349,SUCCESS,2899.0,INR,2026-08-03 00:48:04,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90350,GW-90350,SUCCESS,2499.0,INR,2026-08-03 00:50:57,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90351,GW-90351,SUCCESS,799.0,INR,2026-08-03 00:59:11,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90352,GW-90352,SUCCESS,199.0,INR,2026-08-03 01:04:35,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90353,GW-90353,SUCCESS,3499.0,INR,2026-08-03 01:14:34,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90354,GW-90354,SUCCESS,8999.0,INR,2026-08-03 01:19:55,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90355,GW-90355,SUCCESS,1250.0,INR,2026-08-03 01:28:05,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90356,GW-90356,SUCCESS,1499.0,INR,2026-08-03 01:33:42,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90357,GW-90357,SUCCESS,12500.0,INR,2026-08-03 01:39:28,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90358,GW-90358,SUCCESS,199.0,INR,2026-08-03 01:48:12,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90359,GW-90359,SUCCESS,199.0,INR,2026-08-03 01:55:51,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90360,GW-90360,SUCCESS,4999.0,INR,2026-08-03 02:00:59,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90361,GW-90361,SUCCESS,1999.0,INR,2026-08-03 02:08:35,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90362,GW-90362,SUCCESS,1999.0,INR,2026-08-03 02:15:55,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90363,GW-90363,SUCCESS,999.0,INR,2026-08-03 02:23:48,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90364,GW-90364,PENDING,12500.0,INR,2026-08-03 02:30:15,91,Issuer or switch temporarily unavailable,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90365,GW-90365,SUCCESS,1499.0,INR,2026-08-03 02:35:33,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90366,GW-90366,SUCCESS,3499.0,INR,2026-08-03 02:44:57,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90367,GW-90367,SUCCESS,4999.0,INR,2026-08-03 02:52:32,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90368,GW-90368,SUCCESS,199.0,INR,2026-08-03 03:00:25,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90369,GW-90369,SUCCESS,1999.0,INR,2026-08-03 03:08:13,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90370,GW-90370,SUCCESS,199.0,INR,2026-08-03 03:15:07,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90371,GW-90371,SUCCESS,3499.0,INR,2026-08-03 03:18:24,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90372,GW-90372,SUCCESS,1499.0,INR,2026-08-03 03:25:11,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90373,GW-90373,SUCCESS,1599.0,INR,2026-08-03 03:34:10,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90374,GW-90374,SUCCESS,4999.0,INR,2026-08-03 03:38:54,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90375,GW-90375,SUCCESS,3499.0,INR,2026-08-03 03:50:48,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90376,GW-90376,SUCCESS,12500.0,INR,2026-08-03 03:58:04,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90377,GW-90377,SUCCESS,299.0,INR,2026-08-03 04:00:39,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90378,GW-90378,SUCCESS,1599.0,INR,2026-08-03 04:08:09,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90379,GW-90379,SUCCESS,1250.0,INR,2026-08-03 04:15:29,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90380,GW-90380,SUCCESS,12500.0,INR,2026-08-03 04:24:37,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90381,GW-90381,SUCCESS,3499.0,INR,2026-08-03 04:29:03,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90382,GW-90382,SUCCESS,1499.0,INR,2026-08-03 04:40:05,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90383,GW-90383,SUCCESS,4999.0,INR,2026-08-03 04:46:03,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90384,GW-90384,SUCCESS,2499.0,INR,2026-08-03 04:51:07,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90385,GW-90385,SUCCESS,299.0,INR,2026-08-03 05:00:53,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90386,GW-90386,SUCCESS,1599.0,INR,2026-08-03 05:07:13,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90387,GW-90387,SUCCESS,299.0,INR,2026-08-03 05:13:03,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90388,GW-90388,SUCCESS,2899.0,INR,2026-08-03 05:18:35,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90389,GW-90389,SUCCESS,1599.0,INR,2026-08-03 05:26:54,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90390,GW-90390,SUCCESS,2899.0,INR,2026-08-03 05:33:01,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90391,GW-90391,SUCCESS,1499.0,INR,2026-08-03 05:38:20,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90392,GW-90392,SUCCESS,3499.0,INR,2026-08-03 05:48:14,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90393,GW-90393,SUCCESS,2899.0,INR,2026-08-03 05:51:08,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90394,GW-90394,SUCCESS,1999.0,INR,2026-08-03 06:01:01,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90395,GW-90395,SUCCESS,799.0,INR,2026-08-03 06:08:49,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90396,GW-90396,SUCCESS,4999.0,INR,2026-08-03 06:14:17,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90397,GW-90397,SUCCESS,1599.0,INR,2026-08-03 06:20:31,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90398,GW-90398,SUCCESS,499.0,INR,2026-08-03 06:28:25,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90399,GW-90399,SUCCESS,6750.0,INR,2026-08-03 06:37:23,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90400,GW-90400,SUCCESS,799.0,INR,2026-08-03 06:42:54,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90401,GW-90401,SUCCESS,1499.0,INR,2026-08-03 06:52:00,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90402,GW-90402,SUCCESS,2499.0,INR,2026-08-03 06:56:37,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90403,GW-90403,SUCCESS,1499.0,INR,2026-08-03 07:03:22,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90404,GW-90404,SUCCESS,199.0,INR,2026-08-03 07:09:49,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90405,GW-90405,SUCCESS,4200.0,INR,2026-08-03 07:17:32,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90406,GW-90406,SUCCESS,2899.0,INR,2026-08-03 07:26:07,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90407,GW-90407,SUCCESS,299.0,INR,2026-08-03 07:30:07,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90408,GW-90408,SUCCESS,1599.0,INR,2026-08-03 07:37:17,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90409,GW-90409,SUCCESS,4999.0,INR,2026-08-03 07:45:28,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90410,GW-90410,SUCCESS,499.0,INR,2026-08-03 07:51:21,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90411,GW-90411,SUCCESS,199.0,INR,2026-08-03 07:58:03,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90412,GW-90412,SUCCESS,499.0,INR,2026-08-03 08:06:16,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90413,GW-90413,SUCCESS,299.0,INR,2026-08-03 08:17:04,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90414,GW-90414,SUCCESS,6750.0,INR,2026-08-03 08:20:31,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90415,GW-90415,SUCCESS,3499.0,INR,2026-08-03 08:30:10,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90416,GW-90416,SUCCESS,8999.0,INR,2026-08-03 08:38:02,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90417,GW-90417,SUCCESS,199.0,INR,2026-08-03 08:41:53,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90418,GW-90418,SUCCESS,499.0,INR,2026-08-03 08:51:49,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90419,GW-90419,PENDING,12500.0,INR,2026-08-03 08:56:30,91,Issuer or switch temporarily unavailable,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90420,GW-90420,SUCCESS,1999.0,INR,2026-08-03 09:02:37,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90421,GW-90421,SUCCESS,2899.0,INR,2026-08-03 09:08:55,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90422,GW-90422,SUCCESS,1999.0,INR,2026-08-03 09:16:51,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90423,GW-90423,SUCCESS,4200.0,INR,2026-08-03 09:24:57,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90424,GW-90424,SUCCESS,4200.0,INR,2026-08-03 09:30:41,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90425,GW-90425,SUCCESS,499.0,INR,2026-08-03 09:37:42,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90426,GW-90426,SUCCESS,2499.0,INR,2026-08-03 09:46:30,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90427,GW-90427,SUCCESS,999.0,INR,2026-08-03 09:51:21,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90428,GW-90428,SUCCESS,1250.0,INR,2026-08-03 09:59:33,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90429,GW-90429,SUCCESS,299.0,INR,2026-08-03 10:04:18,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90430,GW-90430,SUCCESS,999.0,INR,2026-08-03 10:12:25,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90431,GW-90431,SUCCESS,8999.0,INR,2026-08-03 10:19:30,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90432,GW-90432,SUCCESS,2499.0,INR,2026-08-03 10:30:13,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90433,GW-90433,SUCCESS,999.0,INR,2026-08-03 10:33:46,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90434,GW-90434,SUCCESS,4999.0,INR,2026-08-03 10:41:41,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90435,GW-90435,SUCCESS,4999.0,INR,2026-08-03 10:45:33,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90436,GW-90436,SUCCESS,3499.0,INR,2026-08-03 10:56:51,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90437,GW-90437,SUCCESS,999.0,INR,2026-08-03 11:02:51,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90438,GW-90438,SUCCESS,1999.0,INR,2026-08-03 11:08:16,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90439,GW-90439,SUCCESS,4200.0,INR,2026-08-03 11:13:18,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90440,GW-90440,SUCCESS,3499.0,INR,2026-08-03 11:26:18,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90441,GW-90441,SUCCESS,999.0,INR,2026-08-03 11:28:46,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90442,GW-90442,SUCCESS,2899.0,INR,2026-08-03 11:34:45,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90443,GW-90443,SUCCESS,1250.0,INR,2026-08-03 11:41:13,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90444,GW-90444,SUCCESS,1499.0,INR,2026-08-03 11:51:55,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90445,GW-90445,SUCCESS,799.0,INR,2026-08-03 11:57:34,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90446,GW-90446,SUCCESS,12500.0,INR,2026-08-03 12:04:24,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90447,GW-90447,SUCCESS,12500.0,INR,2026-08-03 12:10:46,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90448,GW-90448,SUCCESS,12500.0,INR,2026-08-03 12:18:04,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90449,GW-90449,SUCCESS,8999.0,INR,2026-08-03 12:28:49,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
