transactionId,amount,currency,paymentMethod,merchantId,customerReference,transactionStatus,transactionTimestamp
TXN-90265,499.0,INR,CARD,MER-1069,ORD-90265,SUCCESS,2026-08-02 14:59:04
TXN-90266,799.0,INR,UPI,MER-1063,ORD-90266,SUCCESS,2026-08-02 15:05:56
TXN-90267,12500.0,INR,CARD,MER-1019,ORD-90267,SUCCESS,2026-08-02 15:10:31
TXN-90268,799.0,INR,CARD,MER-1058,ORD-90268,SUCCESS,2026-08-02 15:20:58
TXN-90269,2899.0,INR,UPI,MER-1027,ORD-90269,SUCCESS,2026-08-02 15:28:53
TXN-90270,2899.0,INR,CARD,MER-1084,ORD-90270,SUCCESS,2026-08-02 15:35:06
TXN-90271,199.0,INR,CARD,MER-1098,ORD-90271,SUCCESS,2026-08-02 15:42:56
TXN-90272,6750.0,INR,UPI,MER-1053,ORD-90272,SUCCESS,2026-08-02 15:47:17
TXN-90273,4200.0,INR,CARD,MER-1086,ORD-90273,SUCCESS,2026-08-02 15:56:10
TXN-90274,199.0,INR,CARD,MER-1099,ORD-90274,SUCCESS,2026-08-02 15:58:02
TXN-90275,999.0,INR,UPI,MER-1007,ORD-90275,SUCCESS,2026-08-02 16:09:34
TXN-90276,1599.0,INR,NETBANKING,MER-1020,ORD-90276,SUCCESS,2026-08-02 16:15:32
TXN-90277,999.0,INR,UPI,MER-1077,ORD-90277,SUCCESS,2026-08-02 16:21:29
TXN-90278,12500.0,INR,NETBANKING,MER-1076,ORD-90278,SUCCESS,2026-08-02 16:29:53
TXN-90279,2899.0,INR,NETBANKING,MER-1076,ORD-90279,SUCCESS,2026-08-02 16:37:43
TXN-90280,1999.0,INR,CARD,MER-1100,ORD-90280,FAILED,2026-08-02 16:44:06
TXN-90281,299.0,INR,CARD,MER-1015,ORD-90281,SUCCESS,2026-08-02 16:50:29
TXN-90282,1599.0,INR,UPI,MER-1031,ORD-90282,SUCCESS,2026-08-02 16:56:52
TXN-90283,799.0,INR,NETBANKING,MER-1001,ORD-90283,SUCCESS,2026-08-02 17:06:29
TXN-90284,2899.0,INR,NETBANKING,MER-1087,ORD-90284,FAILED,2026-08-02 17:09:41
TXN-90285,299.0,INR,UPI,MER-1089,ORD-90285,SUCCESS,2026-08-02 17:15:20
TXN-90286,1499.0,INR,CARD,MER-1022,ORD-90286,PENDING,2026-08-02 17:25:22
TXN-90287,1499.0,INR,CARD,MER-1006,ORD-90287,SUCCESS,2026-08-02 17:29:59
TXN-90288,499.0,INR,UPI,MER-1008,ORD-90288,SUCCESS,2026-08-02 17:38:55
TXN-90289,4999.0,INR,UPI,MER-1048,ORD-90289,SUCCESS,2026-08-02 17:43:24
TXN-90290,1250.0,INR,UPI,MER-1067,ORD-90290,SUCCESS,2026-08-02 17:54:43
TXN-90291,1250.0,INR,NETBANKING,MER-1039,ORD-90291,SUCCESS,2026-08-02 17:57:29
TXN-90292,2899.0,INR,NETBANKING,MER-1090,ORD-90292,SUCCESS,2026-08-02 18:09:56
TXN-90293,1599.0,INR,UPI,MER-1054,ORD-90293,SUCCESS,2026-08-02 18:12:21
TXN-90294,3499.0,INR,UPI,MER-1076,ORD-90294,SUCCESS,2026-08-02 18:20:52
TXN-90295,199.0,INR,UPI,MER-1093,ORD-90295,SUCCESS,2026-08-02 18:27:18
TXN-90296,2899.0,INR,NETBANKING,MER-1086,ORD-90296,SUCCESS,2026-08-02 18:33:26
TXN-90297,4999.0,INR,UPI,MER-1067,ORD-90297,SUCCESS,2026-08-02 18:41:43
TXN-90298,799.0,INR,NETBANKING,MER-1002,ORD-90298,SUCCESS,2026-08-02 18:47:21
TXN-90299,299.0,INR,UPI,MER-1074,ORD-90299,SUCCESS,2026-08-02 18:55:45
TXN-90300,4200.0,INR,NETBANKING,MER-1080,ORD-90300,SUCCESS,2026-08-02 19:04:24
TXN-90301,6750.0,INR,CARD,MER-1017,ORD-90301,SUCCESS,2026-08-02 19:09:26
TXN-90302,1999.0,INR,UPI,MER-1083,ORD-90302,SUCCESS,2026-08-02 19:15:53
TXN-90303,799.0,INR,CARD,MER-1040,ORD-90303,PENDING,2026-08-02 19:25:26
TXN-90304,499.0,INR,UPI,MER-1004,ORD-90304,PENDING,2026-08-02 19:31:52
TXN-90305,299.0,INR,NETBANKING,MER-1003,ORD-90305,FAILED,2026-08-02 19:40:41
TXN-90306,799.0,INR,UPI,MER-1005,ORD-90306,SUCCESS,2026-08-02 19:45:40
TXN-90307,2899.0,INR,NETBANKING,MER-1085,ORD-90307,SUCCESS,2026-08-02 19:54:17
TXN-90308,2499.0,INR,UPI,MER-1080,ORD-90308,PENDING,2026-08-02 19:57:52
TXN-90309,1599.0,INR,CARD,MER-1091,ORD-90309,SUCCESS,2026-08-02 20:04:39
TXN-90310,2499.0,INR,UPI,MER-1042,ORD-90310,SUCCESS,2026-08-02 20:12:19
TXN-90311,2499.0,INR,UPI,MER-1078,ORD-90311,SUCCESS,2026-08-02 20:21:09
TXN-90312,299.0,INR,NETBANKING,MER-1081,ORD-90312,SUCCESS,2026-08-02 20:26:46
TXN-90313,799.0,INR,NETBANKING,MER-1090,ORD-90313,SUCCESS,2026-08-02 20:32:31
TXN-90314,199.0,INR,UPI,MER-1075,ORD-90314,SUCCESS,2026-08-02 20:39:16
TXN-90315,12500.0,INR,NETBANKING,MER-1093,ORD-90315,SUCCESS,2026-08-02 20:50:31
TXN-90316,6750.0,INR,CARD,MER-1073,ORD-90316,PENDING,2026-08-02 20:56:33
TXN-90317,12500.0,INR,UPI,MER-1040,ORD-90317,SUCCESS,2026-08-02 21:03:06
TXN-90318,4999.0,INR,UPI,MER-1085,ORD-90318,SUCCESS,2026-08-02 21:10:24
TXN-90319,12500.0,INR,UPI,MER-1009,ORD-90319,SUCCESS,2026-08-02 21:18:12
TXN-90320,8999.0,INR,UPI,MER-1081,ORD-90320,PENDING,2026-08-02 21:24:35
TXN-90321,1999.0,INR,UPI,MER-1099,ORD-90321,SUCCESS,2026-08-02 21:28:42
TXN-90322,6750.0,INR,NETBANKING,MER-1004,ORD-90322,SUCCESS,2026-08-02 21:37:23
TXN-90323,199.0,INR,CARD,MER-1060,ORD-90323,SUCCESS,2026-08-02 21:43:07
TXN-90324,499.0,INR,UPI,MER-1090,ORD-90324,SUCCESS,2026-08-02 21:51:17
TXN-90325,1999.0,INR,UPI,MER-1088,ORD-90325,SUCCESS,2026-08-02 21:55:52
TXN-90326,3499.0,INR,UPI,MER-1100,ORD-90326,SUCCESS,2026-08-02 22:05:12
TXN-90327,4200.0,INR,NETBANKING,MER-1056,ORD-90327,SUCCESS,2026-08-02 22:13:14
TXN-90328,199.0,INR,CARD,MER-1088,ORD-90328,SUCCESS,2026-08-02 22:20:37
TXN-90329,2899.0,INR,UPI,MER-1094,ORD-90329,SUCCESS,2026-08-02 22:23:17
TXN-90330,1499.0,INR,CARD,MER-1046,ORD-90330,PENDING,2026-08-02 22:31:33
TXN-90331,1250.0,INR,NETBANKING,MER-1042,ORD-90331,SUCCESS,2026-08-02 22:41:04
TXN-90332,1999.0,INR,CARD,MER-1083,ORD-90332,PENDING,2026-08-02 22:47:06
TXN-90333,499.0,INR,NETBANKING,MER-1043,ORD-90333,FAILED,2026-08-02 22:55:36
TXN-90334,4200.0,INR,NETBANKING,MER-1040,ORD-90334,SUCCESS,2026-08-02 23:02:10
TXN-90335,1499.0,INR,NETBANKING,MER-1073,ORD-90335,SUCCESS,2026-08-02 23:08:11
TXN-90336,12500.0,INR,CARD,MER-1043,ORD-90336,SUCCESS,2026-08-02 23:13:12
TXN-90337,799.0,INR,NETBANKING,MER-1094,ORD-90337,SUCCESS,2026-08-02 23:22:46
TXN-90338,2899.0,INR,UPI,MER-1065,ORD-90338,SUCCESS,2026-08-02 23:28:50
TXN-90339,12500.0,INR,UPI,MER-1084,ORD-90339,SUCCESS,2026-08-02 23:38:48
TXN-90340,8999.0,INR,UPI,MER-1075,ORD-90340,SUCCESS,2026-08-02 23:44:29
TXN-90341,4200.0,INR,NETBANKING,MER-1006,ORD-90341,PENDING,2026-08-02 23:48:41
TXN-90342,999.0,INR,UPI,MER-1002,ORD-90342,FAILED,2026-08-02 23:58:11
TXN-90343,1250.0,INR,CARD,MER-1043,ORD-90343,SUCCESS,2026-08-03 00:04:46
TXN-90344,999.0,INR,CARD,MER-1088,ORD-90344,SUCCESS,2026-08-03 00:11:22
TXN-90345,799.0,INR,CARD,MER-1100,ORD-90345,SUCCESS,2026-08-03 00:15:08
TXN-90346,1599.0,INR,UPI,MER-1041,ORD-90346,SUCCESS,2026-08-03 00:26:33
TXN-90347,8999.0,INR,NETBANKING,MER-1080,ORD-90347,SUCCESS,2026-08-03 00:34:25
TXN-90348,4200.0,INR,NETBANKING,MER-1055,ORD-90348,SUCCESS,2026-08-03 00:39:52
TXN-90349,2899.0,INR,CARD,MER-1050,ORD-90349,SUCCESS,2026-08-03 00:47:45
TXN-90350,2499.0,INR,NETBANKING,MER-1011,ORD-90350,SUCCESS,2026-08-03 00:50:45
TXN-90351,799.0,INR,UPI,MER-1027,ORD-90351,PENDING,2026-08-03 00:59:05
TXN-90352,199.0,INR,CARD,MER-1099,ORD-90352,SUCCESS,2026-08-03 01:04:27
TXN-90353,3499.0,INR,CARD,MER-1093,ORD-90353,PENDING,2026-08-03 01:14:21
TXN-90354,8999.0,INR,UPI,MER-1070,ORD-90354,SUCCESS,2026-08-03 01:19:35
TXN-90355,1250.0,INR,NETBANKING,MER-1100,ORD-90355,SUCCESS,2026-08-03 01:27:41
TXN-90356,1499.0,INR,CARD,MER-1024,ORD-90356,SUCCESS,2026-08-03 01:33:30
TXN-90357,12500.0,INR,CARD,MER-1079,ORD-90357,SUCCESS,2026-08-03 01:39:04
TXN-90358,199.0,INR,NETBANKING,MER-1044,ORD-90358,SUCCESS,2026-08-03 01:47:52
TXN-90359,199.0,INR,UPI,MER-1072,ORD-90359,SUCCESS,2026-08-03 01:55:40
TXN-90360,4999.0,INR,UPI,MER-1098,ORD-90360,SUCCESS,2026-08-03 02:00:35
TXN-90361,1999.0,INR,NETBANKING,MER-1003,ORD-90361,SUCCESS,2026-08-03 02:08:26
TXN-90362,1999.0,INR,NETBANKING,MER-1049,ORD-90362,SUCCESS,2026-08-03 02:15:35
TXN-90363,999.0,INR,CARD,MER-1024,ORD-90363,SUCCESS,2026-08-03 02:23:33
TXN-90364,12500.0,INR,UPI,MER-1009,ORD-90364,SUCCESS,2026-08-03 02:29:51
TXN-90365,1499.0,INR,UPI,MER-1088,ORD-90365,SUCCESS,2026-08-03 02:35:12
TXN-90366,3499.0,INR,NETBANKING,MER-1061,ORD-90366,SUCCESS,2026-08-03 02:44:45
TXN-90367,4999.0,INR,CARD,MER-1076,ORD-90367,SUCCESS,2026-08-03 02:52:20
TXN-90368,199.0,INR,UPI,MER-1043,ORD-90368,SUCCESS,2026-08-03 03:00:05
TXN-90369,1999.0,INR,UPI,MER-1026,ORD-90369,SUCCESS,2026-08-03 03:07:56
TXN-90370,199.0,INR,UPI,MER-1084,ORD-90370,SUCCESS,2026-08-03 03:14:57
TXN-90371,3499.0,INR,UPI,MER-1032,ORD-90371,SUCCESS,2026-08-03 03:18:21
TXN-90372,1499.0,INR,CARD,MER-1041,ORD-90372,SUCCESS,2026-08-03 03:24:58
TXN-90373,1599.0,INR,NETBANKING,MER-1089,ORD-90373,SUCCESS,2026-08-03 03:33:59
TXN-90374,4999.0,INR,NETBANKING,MER-1019,ORD-90374,SUCCESS,2026-08-03 03:38:32
TXN-90375,3499.0,INR,UPI,MER-1097,ORD-90375,PENDING,2026-08-03 03:50:29
TXN-90376,12500.0,INR,NETBANKING,MER-1035,ORD-90376,SUCCESS,2026-08-03 03:57:57
TXN-90377,299.0,INR,UPI,MER-1023,ORD-90377,SUCCESS,2026-08-03 04:00:17
TXN-90378,1599.0,INR,NETBANKING,MER-1024,ORD-90378,SUCCESS,2026-08-03 04:07:44
TXN-90379,1250.0,INR,UPI,MER-1078,ORD-90379,SUCCESS,2026-08-03 04:15:11
TXN-90380,12500.0,INR,CARD,MER-1088,ORD-90380,SUCCESS,2026-08-03 04:24:27
TXN-90381,3499.0,INR,NETBANKING,MER-1072,ORD-90381,SUCCESS,2026-08-03 04:28:52
TXN-90382,1499.0,INR,UPI,MER-1030,ORD-90382,SUCCESS,2026-08-03 04:39:41
TXN-90383,4999.0,INR,CARD,MER-1063,ORD-90383,FAILED,2026-08-03 04:45:54
TXN-90384,2499.0,INR,UPI,MER-1092,ORD-90384,SUCCESS,2026-08-03 04:51:03
TXN-90385,299.0,INR,UPI,MER-1061,ORD-90385,SUCCESS,2026-08-03 05:00:41
TXN-90386,1599.0,INR,CARD,MER-1035,ORD-90386,SUCCESS,2026-08-03 05:07:00
TXN-90387,299.0,INR,CARD,MER-1031,ORD-90387,PENDING,2026-08-03 05:12:43
TXN-90388,2899.0,INR,UPI,MER-1086,ORD-90388,SUCCESS,2026-08-03 05:18:32
TXN-90389,1599.0,INR,UPI,MER-1082,ORD-90389,SUCCESS,2026-08-03 05:26:41
TXN-90390,2899.0,INR,CARD,MER-1003,ORD-90390,SUCCESS,2026-08-03 05:32:44
TXN-90391,1499.0,INR,CARD,MER-1035,ORD-90391,SUCCESS,2026-08-03 05:37:57
TXN-90392,3499.0,INR,CARD,MER-1045,ORD-90392,SUCCESS,2026-08-03 05:48:09
TXN-90393,2899.0,INR,CARD,MER-1100,ORD-90393,SUCCESS,2026-08-03 05:51:01
TXN-90394,1999.0,INR,UPI,MER-1052,ORD-90394,SUCCESS,2026-08-03 06:00:57
TXN-90395,799.0,INR,NETBANKING,MER-1046,ORD-90395,SUCCESS,2026-08-03 06:08:27
TXN-90396,4999.0,INR,NETBANKING,MER-1091,ORD-90396,SUCCESS,2026-08-03 06:14:07
TXN-90397,1599.0,INR,NETBANKING,MER-1005,ORD-90397,SUCCESS,2026-08-03 06:20:13
TXN-90398,499.0,INR,CARD,MER-1034,ORD-90398,SUCCESS,2026-08-03 06:28:16
TXN-90399,6750.0,INR,CARD,MER-1068,ORD-90399,SUCCESS,2026-08-03 06:37:09
TXN-90400,799.0,INR,CARD,MER-1003,ORD-90400,SUCCESS,2026-08-03 06:42:39
TXN-90401,1499.0,INR,CARD,MER-1090,ORD-90401,SUCCESS,2026-08-03 06:51:49
TXN-90402,2499.0,INR,UPI,MER-1100,ORD-90402,SUCCESS,2026-08-03 06:56:33
TXN-90403,1499.0,INR,UPI,MER-1009,ORD-90403,SUCCESS,2026-08-03 07:03:18
TXN-90404,199.0,INR,UPI,MER-1077,ORD-90404,SUCCESS,2026-08-03 07:09:35
TXN-90405,4200.0,INR,CARD,MER-1058,ORD-90405,SUCCESS,2026-08-03 07:17:20
TXN-90406,2899.0,INR,UPI,MER-1011,ORD-90406,SUCCESS,2026-08-03 07:25:58
TXN-90407,299.0,INR,NETBANKING,MER-1013,ORD-90407,FAILED,2026-08-03 07:29:56
TXN-90408,1599.0,INR,UPI,MER-1027,ORD-90408,SUCCESS,2026-08-03 07:37:10
TXN-90409,4999.0,INR,UPI,MER-1079,ORD-90409,PENDING,2026-08-03 07:45:15
TXN-90410,499.0,INR,UPI,MER-1027,ORD-90410,SUCCESS,2026-08-03 07:50:58
TXN-90411,199.0,INR,NETBANKING,MER-1021,ORD-90411,SUCCESS,2026-08-03 07:57:57
TXN-90412,499.0,INR,CARD,MER-1038,ORD-90412,PENDING,2026-08-03 08:05:51
TXN-90413,299.0,INR,UPI,MER-1035,ORD-90413,SUCCESS,2026-08-03 08:16:56
TXN-90414,6750.0,INR,UPI,MER-1047,ORD-90414,SUCCESS,2026-08-03 08:20:21
TXN-90415,3499.0,INR,UPI,MER-1045,ORD-90415,SUCCESS,2026-08-03 08:30:02
TXN-90416,8999.0,INR,UPI,MER-1042,ORD-90416,SUCCESS,2026-08-03 08:37:56
TXN-90417,199.0,INR,CARD,MER-1076,ORD-90417,SUCCESS,2026-08-03 08:41:49
TXN-90418,499.0,INR,NETBANKING,MER-1020,ORD-90418,SUCCESS,2026-08-03 08:51:40
TXN-90419,12500.0,INR,CARD,MER-1019,ORD-90419,SUCCESS,2026-08-03 08:56:25
TXN-90420,1999.0,INR,NETBANKING,MER-1042,ORD-90420,SUCCESS,2026-08-03 09:02:26
TXN-90421,2899.0,INR,UPI,MER-1010,ORD-90421,SUCCESS,2026-08-03 09:08:46
TXN-90422,1999.0,INR,CARD,MER-1095,ORD-90422,SUCCESS,2026-08-03 09:16:26
TXN-90423,4200.0,INR,CARD,MER-1051,ORD-90423,SUCCESS,2026-08-03 09:24:44
TXN-90424,4200.0,INR,UPI,MER-1066,ORD-90424,SUCCESS,2026-08-03 09:30:17
TXN-90425,499.0,INR,CARD,MER-1080,ORD-90425,SUCCESS,2026-08-03 09:37:35
TXN-90426,2499.0,INR,UPI,MER-1059,ORD-90426,SUCCESS,2026-08-03 09:46:25
TXN-90427,999.0,INR,NETBANKING,MER-1029,ORD-90427,SUCCESS,2026-08-03 09:51:07
TXN-90428,1250.0,INR,UPI,MER-1062,ORD-90428,SUCCESS,2026-08-03 09:59:27
TXN-90429,299.0,INR,NETBANKING,MER-1011,ORD-90429,SUCCESS,2026-08-03 10:03:56
TXN-90430,999.0,INR,NETBANKING,MER-1024,ORD-90430,SUCCESS,2026-08-03 10:12:21
TXN-90431,8999.0,INR,NETBANKING,MER-1005,ORD-90431,SUCCESS,2026-08-03 10:19:24
TXN-90432,2499.0,INR,NETBANKING,MER-1089,ORD-90432,SUCCESS,2026-08-03 10:29:50
TXN-90433,999.0,INR,UPI,MER-1011,ORD-90433,SUCCESS,2026-08-03 10:33:30
TXN-90434,4999.0,INR,NETBANKING,MER-1055,ORD-90434,SUCCESS,2026-08-03 10:41:24
TXN-90435,4999.0,INR,NETBANKING,MER-1091,ORD-90435,SUCCESS,2026-08-03 10:45:19
TXN-90436,3499.0,INR,NETBANKING,MER-1040,ORD-90436,SUCCESS,2026-08-03 10:56:38
TXN-90437,999.0,INR,NETBANKING,MER-1025,ORD-90437,SUCCESS,2026-08-03 11:02:39
TXN-90438,1999.0,INR,NETBANKING,MER-1006,ORD-90438,SUCCESS,2026-08-03 11:08:04
TXN-90439,4200.0,INR,UPI,MER-1014,ORD-90439,SUCCESS,2026-08-03 11:13:08
TXN-90440,3499.0,INR,NETBANKING,MER-1056,ORD-90440,PENDING,2026-08-03 11:25:55
TXN-90441,999.0,INR,CARD,MER-1033,ORD-90441,SUCCESS,2026-08-03 11:28:25
TXN-90442,2899.0,INR,UPI,MER-1045,ORD-90442,SUCCESS,2026-08-03 11:34:32
TXN-90443,1250.0,INR,CARD,MER-1009,ORD-90443,PENDING,2026-08-03 11:41:04
TXN-90444,1499.0,INR,CARD,MER-1084,ORD-90444,PENDING,2026-08-03 11:51:32
TXN-90445,799.0,INR,NETBANKING,MER-1079,ORD-90445,SUCCESS,2026-08-03 11:57:30
TXN-90446,12500.0,INR,UPI,MER-1060,ORD-90446,SUCCESS,2026-08-03 12:04:09
TXN-90447,12500.0,INR,UPI,MER-1025,ORD-90447,SUCCESS,2026-08-03 12:10:24
TXN-90448,12500.0,INR,NETBANKING,MER-1020,ORD-90448,SUCCESS,2026-08-03 12:17:47
TXN-90449,8999.0,INR,NETBANKING,MER-1046,ORD-90449,SUCCESS,2026-08-03 12:28:42
TXN-90450,299.0,INR,NETBANKING,MER-1024,ORD-90450,SUCCESS,2026-08-03 12:30:18
TXN-90451,2899.0,INR,NETBANKING,MER-1043,ORD-90451,SUCCESS,2026-08-03 12:41:47
TXN-90452,4999.0,INR,CARD,MER-1044,ORD-90452,SUCCESS,2026-08-03 12:44:09
TXN-90453,1250.0,INR,UPI,MER-1041,ORD-90453,SUCCESS,2026-08-03 12:52:42
TXN-90454,4200.0,INR,UPI,MER-1073,ORD-90454,SUCCESS,2026-08-03 13:01:50
TXN-90455,2899.0,INR,UPI,MER-1071,ORD-90455,SUCCESS,2026-08-03 13:06:39
TXN-90456,12500.0,INR,CARD,MER-1038,ORD-90456,SUCCESS,2026-08-03 13:16:08
TXN-90457,1250.0,INR,CARD,MER-1026,ORD-90457,SUCCESS,2026-08-03 13:21:28
TXN-90458,1999.0,INR,NETBANKING,MER-1003,ORD-90458,SUCCESS,2026-08-03 13:29:52
TXN-90459,299.0,INR,CARD,MER-1067,ORD-90459,SUCCESS,2026-08-03 13:38:05
TXN-90460,1999.0,INR,NETBANKING,MER-1058,ORD-90460,FAILED,2026-08-03 13:44:07
TXN-90461,1250.0,INR,CARD,MER-1009,ORD-90461,SUCCESS,2026-08-03 13:51:34
TXN-90462,1499.0,INR,UPI,MER-1086,ORD-90462,SUCCESS,2026-08-03 13:54:00
TXN-90463,299.0,INR,NETBANKING,MER-1046,ORD-90463,SUCCESS,2026-08-03 14:03:02
TXN-90464,1599.0,INR,UPI,MER-1082,ORD-90464,SUCCESS,2026-08-03 14:09:01
TXN-90465,1999.0,INR,UPI,MER-1036,ORD-90465,PENDING,2026-08-03 14:18:48
TXN-90466,199.0,INR,NETBANKING,MER-1011,ORD-90466,SUCCESS,2026-08-03 14:26:16
TXN-90467,2899.0,INR,UPI,MER-1033,ORD-90467,PENDING,2026-08-03 14:31:14
TXN-90468,4200.0,INR,CARD,MER-1040,ORD-90468,SUCCESS,2026-08-03 14:36:43
TXN-90469,299.0,INR,UPI,MER-1062,ORD-90469,SUCCESS,2026-08-03 14:44:49
TXN-90470,1499.0,INR,CARD,MER-1051,ORD-90470,PENDING,2026-08-03 14:54:51
TXN-90471,4999.0,INR,UPI,MER-1038,ORD-90471,SUCCESS,2026-08-03 14:57:17
TXN-90472,1499.0,INR,NETBANKING,MER-1026,ORD-90472,FAILED,2026-08-03 15:04:09
TXN-90473,4999.0,INR,UPI,MER-1076,ORD-90473,SUCCESS,2026-08-03 15:16:26
TXN-90474,1999.0,INR,NETBANKING,MER-1055,ORD-90474,PENDING,2026-08-03 15:19:34
TXN-90475,3499.0,INR,UPI,MER-1053,ORD-90475,SUCCESS,2026-08-03 15:30:33
TXN-90476,6750.0,INR,UPI,MER-1042,ORD-90476,SUCCESS,2026-08-03 15:33:32
TXN-90477,3499.0,INR,CARD,MER-1034,ORD-90477,SUCCESS,2026-08-03 15:41:42
TXN-90478,2899.0,INR,UPI,MER-1018,ORD-90478,SUCCESS,2026-08-03 15:49:25
TXN-90479,2899.0,INR,CARD,MER-1032,ORD-90479,SUCCESS,2026-08-03 15:57:27
TXN-90480,1250.0,INR,NETBANKING,MER-1075,ORD-90480,SUCCESS,2026-08-03 16:01:52
TXN-90481,799.0,INR,NETBANKING,MER-1092,ORD-90481,SUCCESS,2026-08-03 16:12:46
TXN-90482,499.0,INR,CARD,MER-1031,ORD-90482,SUCCESS,2026-08-03 16:16:02
TXN-90483,1999.0,INR,NETBANKING,MER-1037,ORD-90483,SUCCESS,2026-08-03 16:23:54
TXN-90484,8999.0,INR,NETBANKING,MER-1043,ORD-90484,SUCCESS,2026-08-03 16:33:41
TXN-90485,1499.0,INR,NETBANKING,MER-1056,ORD-90485,FAILED,2026-08-03 16:39:00
TXN-90486,499.0,INR,NETBANKING,MER-1045,ORD-90486,SUCCESS,2026-08-03 16:42:28
TXN-90487,3499.0,INR,CARD,MER-1024,ORD-90487,SUCCESS,2026-08-03 16:52:48
TXN-90488,1999.0,INR,UPI,MER-1028,ORD-90488,SUCCESS,2026-08-03 16:58:00
TXN-90489,3499.0,INR,NETBANKING,MER-1076,ORD-90489,SUCCESS,2026-08-03 17:08:35
TXN-90490,1999.0,INR,CARD,MER-1067,ORD-90490,PENDING,2026-08-03 17:10:43
TXN-90491,4999.0,INR,NETBANKING,MER-1080,ORD-90491,SUCCESS,2026-08-03 17:18:37
TXN-90492,1599.0,INR,UPI,MER-1088,ORD-90492,SUCCESS,2026-08-03 17:24:39
TXN-90493,2899.0,INR,CARD,MER-1090,ORD-90493,SUCCESS,2026-08-03 17:36:16
TXN-90494,1250.0,INR,UPI,MER-1019,ORD-90494,SUCCESS,2026-08-03 17:41:49
TXN-90495,299.0,INR,NETBANKING,MER-1090,ORD-90495,SUCCESS,2026-08-03 17:50:25
TXN-90496,8999.0,INR,NETBANKING,MER-1075,ORD-90496,SUCCESS,2026-08-03 17:54:59
TXN-90497,4999.0,INR,CARD,MER-1004,ORD-90497,SUCCESS,2026-08-03 18:04:42
TXN-90498,299.0,INR,UPI,MER-1050,ORD-90498,SUCCESS,2026-08-03 18:07:59
TXN-90499,12500.0,INR,CARD,MER-1029,ORD-90499,SUCCESS,2026-08-03 18:14:05
TXN-90500,4999.0,INR,CARD,MER-1019,ORD-90500,SUCCESS,2026-08-03 18:23:15
TXN-90501,4200.0,INR,NETBANKING,MER-1100,ORD-90501,SUCCESS,2026-08-03 18:27:31
TXN-90502,4200.0,INR,NETBANKING,MER-1095,ORD-90502,SUCCESS,2026-08-03 18:39:20
TXN-90503,4200.0,INR,UPI,MER-1073,ORD-90503,SUCCESS,2026-08-03 18:41:10
TXN-90504,3499.0,INR,UPI,MER-1041,ORD-90504,SUCCESS,2026-08-03 18:48:06
TXN-90505,8999.0,INR,CARD,MER-1100,ORD-90505,SUCCESS,2026-08-03 18:58:42
TXN-90506,199.0,INR,NETBANKING,MER-1063,ORD-90506,SUCCESS,2026-08-03 19:03:21
TXN-90507,1999.0,INR,NETBANKING,MER-1044,ORD-90507,SUCCESS,2026-08-03 19:13:18
TXN-90508,2499.0,INR,CARD,MER-1057,ORD-90508,SUCCESS,2026-08-03 19:17:13
TXN-90509,299.0,INR,CARD,MER-1036,ORD-90509,SUCCESS,2026-08-03 19:24:04
TXN-90510,3499.0,INR,UPI,MER-1064,ORD-90510,SUCCESS,2026-08-03 19:34:36
TXN-90511,1250.0,INR,NETBANKING,MER-1096,ORD-90511,SUCCESS,2026-08-03 19:39:18
TXN-90512,799.0,INR,UPI,MER-1090,ORD-90512,SUCCESS,2026-08-03 19:48:50
TXN-90513,3499.0,INR,NETBANKING,MER-1035,ORD-90513,SUCCESS,2026-08-03 19:53:14
TXN-90514,299.0,INR,UPI,MER-1098,ORD-90514,SUCCESS,2026-08-03 20:03:02
TXN-90515,2899.0,INR,NETBANKING,MER-1042,ORD-90515,SUCCESS,2026-08-03 20:09:14
TXN-90516,1499.0,INR,NETBANKING,MER-1069,ORD-90516,SUCCESS,2026-08-03 20:14:19
TXN-90517,6750.0,INR,NETBANKING,MER-1099,ORD-90517,SUCCESS,2026-08-03 20:21:02
TXN-90518,999.0,INR,NETBANKING,MER-1069,ORD-90518,FAILED,2026-08-03 20:30:16
TXN-90519,2499.0,INR,CARD,MER-1038,ORD-90519,SUCCESS,2026-08-03 20:35:42
TXN-90520,6750.0,INR,NETBANKING,MER-1035,ORD-90520,SUCCESS,2026-08-03 20:42:49
TXN-90521,299.0,INR,UPI,MER-1068,ORD-90521,PENDING,2026-08-03 20:51:58
TXN-90522,8999.0,INR,CARD,MER-1029,ORD-90522,SUCCESS,2026-08-03 20:58:07
TXN-90523,199.0,INR,UPI,MER-1011,ORD-90523,SUCCESS,2026-08-03 21:02:03
TXN-90524,199.0,INR,UPI,MER-1065,ORD-90524,SUCCESS,2026-08-03 21:13:28
TXN-90525,799.0,INR,CARD,MER-1018,ORD-90525,SUCCESS,2026-08-03 21:18:03
TXN-90526,2499.0,INR,NETBANKING,MER-1098,ORD-90526,SUCCESS,2026-08-03 21:24:14
TXN-90527,499.0,INR,CARD,MER-1082,ORD-90527,SUCCESS,2026-08-03 21:29:59
TXN-90528,4200.0,INR,NETBANKING,MER-1021,ORD-90528,SUCCESS,2026-08-03 21:36:04
TXN-90529,8999.0,INR,CARD,MER-1034,ORD-90529,SUCCESS,2026-08-03 21:43:17
TXN-90530,2499.0,INR,NETBANKING,MER-1049,ORD-90530,SUCCESS,2026-08-03 21:55:20
